name,id,phone_number,address,mode_of_payment,rating,web_url
 Shubham Saree Center,83,,"  Hospital Road, Manasa, District- Neemuch, Manasa, Neemuch - 458110    ",,4.6,https://www.justdial.com/neemuch/Shubham-Saree-Center-Manasa/9999P7423-7423-140228141352-B1F9_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
 Parivesh Saree,84,,"  Tagore Marg, 40 K Samne, Neemuch City, Neemuch - 458441, Near Khursid Talkies    ","Cash,Debit Cards,Cheques",5.0,https://www.justdial.com/Neemuch/Parivesh-Saree-Near-Khursid-Talkies-Neemuch-City/9999P7423-7423-190124232001-E7G2_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
 Jain Saree Center,85,,"  Gandhi Chowk, Bada Bazar, Manasa, District- Neemuch, Manasa, Neemuch - 458110    ",,5.0,https://www.justdial.com/neemuch/Jain-Saree-Center-Manasa/9999P7423-7423-140227134927-I7N9_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
 Suhagan Saree Center,86,,"  Tilak Marg, Satya Path, Neemuch, Neemuch HO, Neemuch - 458441    ",,3.7,https://www.justdial.com/neemuch/Suhagan-Saree-Center-Neemuch-HO/9999P7423-7423-140404154525-T4M1_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
 Prakrati Creation,87,,"  Neemuch Chawni, Neemuch City, Neemuch - 458441    ",,2.3,https://www.justdial.com/Neemuch/Prakrati-Creation-Neemuch-City/9999P7423-7423-170612123703-D7F5_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
 Chanchal Sarees,88,,"  Lalaji Complex, Neemuch, Neemuch HO, Neemuch - 458441    ",,5.0,https://www.justdial.com/neemuch/Chanchal-Sarees-Neemuch-HO/9999P7423-7423-140404104232-J6B5_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
 Kashmir Silk Stores,89,,"  Sadar Bazaar Road, Mandsaur Naka, Manasa, Neemuch - 458110  ",,5.0,https://www.justdial.com/Neemuch/Kashmir-Silk-Stores-Manasa/9999P7423-7423-180205212408-F7F2_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
 Parivesh Saree Showroom,90,,"  Tagore Marg, Neemuch City, Neemuch - 458441  ",,4.8,https://www.justdial.com/Neemuch/Parivesh-Saree-Showroom-Neemuch-City/9999P7423-7423-110126013754-B6B9_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
 Pooja Saree Center,91,,"  Near Bheruji Neem, Manasa, District- Neemuch, Manasa, Neemuch - 458110    ",,0.0,https://www.justdial.com/neemuch/Pooja-Saree-Center-Manasa/9999P7423-7423-140227174450-I5A6_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
 Harshita Saree Center,92,,"  Garba Chouk, Ratangarh, Tehsil-Singoli, District-Neemuch, Ratangarh, Neemuch - 458226    ",,0.0,https://www.justdial.com/neemuch/Harshita-Saree-Center-Ratangarh/9999P7423-7423-140225122541-R7T6_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
 Riddhi Saree Center,93,,"  Vivekanand Market, Ratangarh, Tehsil-Singoli, District-Neemuch, Ratangarh, Neemuch - 458226    ",,0.0,https://www.justdial.com/neemuch/Riddhi-Saree-Center-Ratangarh/9999P7423-7423-140225120912-R5P8_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
 Siddhi Vinayak Fancy Saree,94,,"  Radha Krishan Market, Ratangarh, Tehsil-Singoli, District-Neemuch, Ratangarh, Neemuch - 458226    ",,0.0,https://www.justdial.com/neemuch/Siddhi-Vinayak-Fancy-Saree-Ratangarh/9999P7423-7423-140225145958-M3Z9_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
 Shri Gurukripa Vastralaya,95,,"  Vivekanand Market, Tehsil-Singoli, District-Neemuch, Singoli, Neemuch - 458228    ",,0.0,https://www.justdial.com/neemuch/Shri-Gurukripa-Vastralaya-Singoli/9999P7423-7423-130830181957-R2R8_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
 Chandmal Mohan LAL Cloth Merchant,96,,"  Vivekanand Market, Tehsil-Singoli, District-Neemuch, Singoli, Neemuch - 458228    ",,0.0,https://www.justdial.com/neemuch/Chandmal-Mohan-LAL-Cloth-Merchant-Singoli/9999P7423-7423-130830193123-Z3V6_BZDET?xid=TmVlbXVjaCBTYXJlZSBSZXRhaWxlcnM=
